============================================================
  WOUND DETECTION - YOLO26m - METRICS REPORT
============================================================
  Model         : YOLO26m
  Dataset       : AZH Clinical Wound Dataset
  Run           : runs
  Total Epochs  : 250

  BEST EPOCH BY mAP50
  --------------------------------------------------
  Epoch         : 204
  Box Loss      : 0.1926
  Class Loss    : 0.4211
  mAP50         : 0.8780  (87.8%)
  mAP50-95      : 0.8780  (87.8%)
  Precision     : 0.8540
  Recall        : 0.8455
  F1 Score      : 0.8497

  BEST EPOCH BY F1
  --------------------------------------------------
  Epoch         : 182
  Precision     : 0.9110
  Recall        : 0.8052
  F1 Score      : 0.8548

  CONFIDENCE THRESHOLD RECOMMENDATIONS
  --------------------------------------------------
  Conservative (high precision) : 0.50
  Balanced     (best F1)        : 0.35
  Sensitive    (high recall)    : 0.25  <- medical use

  FULL TRAINING HISTORY
  --------------------------------------------------
  Epoch   BoxLoss   ClsLoss    mAP50     Prec      Rec       F1
    137    0.3130    0.6085   0.7997   0.7569   0.7346   0.7456
    138    0.3102    0.5963   0.7980   0.7980   0.7617   0.7794
    139    0.3107    0.5660   0.8031   0.8343   0.7316   0.7796
    140    0.2874    0.5849   0.8221   0.7238   0.7790   0.7504
    141    0.2940    0.5737   0.7874   0.7659   0.6756   0.7179
    142    0.2960    0.5389   0.8548   0.7578   0.8294   0.7919
    143    0.2898    0.5281   0.8752   0.7576   0.8260   0.7903
    144    0.2955    0.5444   0.8257   0.7371   0.8182   0.7755
    145    0.2867    0.5271   0.7743   0.6820   0.7663   0.7217
    146    0.2768    0.5406   0.7896   0.8137   0.7343   0.7720
    147    0.2818    0.5343   0.8656   0.8656   0.7716   0.8159
    148    0.2787    0.4850   0.8580   0.7948   0.7522   0.7729
    149    0.2679    0.5492   0.8277   0.7235   0.7795   0.7505
    150    0.2732    0.4884   0.8101   0.7641   0.7879   0.7759
    151    0.2712    0.5596   0.7961   0.8519   0.7096   0.7743
    152    0.2629    0.5500   0.8421   0.8261   0.7727   0.7985
    153    0.2763    0.5547   0.8273   0.8105   0.7500   0.7791
    154    0.2579    0.5059   0.7576   0.7813   0.6820   0.7283
    155    0.2558    0.4835   0.7930   0.7802   0.7315   0.7551
    156    0.2600    0.4970   0.8445   0.8252   0.7469   0.7841
    157    0.2666    0.5149   0.8347   0.7990   0.7652   0.7817
    158    0.2524    0.4898   0.7818   0.7708   0.7430   0.7566
    159    0.2524    0.4938   0.8233   0.7959   0.7357   0.7646
    160    0.2690    0.5264   0.8298   0.7812   0.7921   0.7866
    161    0.2630    0.5314   0.8267   0.8304   0.7507   0.7885
    162    0.2685    0.5531   0.8155   0.8199   0.7550   0.7861
    163    0.2559    0.4905   0.7692   0.8062   0.6708   0.7323
    164    0.2461    0.4930   0.7823   0.7303   0.7439   0.7370
    165    0.2387    0.4901   0.7946   0.7939   0.7190   0.7546
    166    0.2314    0.4854   0.8258   0.8599   0.7402   0.7956
    167    0.2452    0.4980   0.8330   0.7596   0.7881   0.7736
    168    0.2312    0.4668   0.8302   0.7890   0.7705   0.7797
    169    0.2494    0.4967   0.8161   0.7698   0.8035   0.7863
    170    0.2533    0.4733   0.7914   0.8157   0.7470   0.7798
    171    0.2434    0.4484   0.8250   0.8182   0.7609   0.7885
    172    0.2379    0.4567   0.8277   0.7927   0.8093   0.8009
    173    0.2494    0.4979   0.8275   0.7860   0.8042   0.7950
    174    0.2419    0.4952   0.8328   0.7818   0.8260   0.8033
    175    0.2242    0.4993   0.8104   0.7993   0.7363   0.7665
