============================================================
  WOUND DETECTION - YOLO26m - METRICS REPORT
============================================================
  Model         : YOLO26m
  Dataset       : AZH Clinical Wound Dataset
  Run           : runs
  Total Epochs  : 300

  BEST EPOCH BY mAP50
  --------------------------------------------------
  Epoch         : 226
  Box Loss      : 0.2509
  Class Loss    : 0.4110
  mAP50         : 0.8694  (86.9%)
  mAP50-95      : 0.8403  (84.0%)
  Precision     : 0.8234
  Recall        : 0.8019
  F1 Score      : 0.8125

  BEST EPOCH BY F1
  --------------------------------------------------
  Epoch         : 203
  Precision     : 0.8377
  Recall        : 0.8004
  F1 Score      : 0.8186

  CONFIDENCE THRESHOLD RECOMMENDATIONS
  --------------------------------------------------
  Conservative (high precision) : 0.50
  Balanced     (best F1)        : 0.35
  Sensitive    (high recall)    : 0.25  <- medical use

  FULL TRAINING HISTORY
  --------------------------------------------------
  Epoch   BoxLoss   ClsLoss    mAP50     Prec      Rec       F1
    174    0.3012    0.5724   0.8439   0.7307   0.8264   0.7756
    175    0.2875    0.5594   0.8015   0.7813   0.7739   0.7776
    176    0.2844    0.5650   0.7914   0.7245   0.8082   0.7641
    177    0.2795    0.5511   0.8078   0.7684   0.7802   0.7743
    178    0.3044    0.5876   0.8286   0.8085   0.8125   0.8105
    179    0.3012    0.5574   0.8250   0.6759   0.8200   0.7410
    180    0.2982    0.5327   0.8531   0.7608   0.7879   0.7741
    181    0.2934    0.5493   0.8214   0.7792   0.7618   0.7704
    182    0.2942    0.5489   0.8235   0.7679   0.7976   0.7825
    183    0.2778    0.5138   0.8121   0.7771   0.7755   0.7763
    184    0.2822    0.5146   0.8439   0.7912   0.8287   0.8095
    185    0.2871    0.4952   0.7984   0.7050   0.7543   0.7288
    186    0.2971    0.5587   0.7768   0.7548   0.7283   0.7413
    187    0.2791    0.4889   0.8141   0.7446   0.7256   0.7350
    188    0.2804    0.5324   0.8652   0.8445   0.7825   0.8123
    189    0.2762    0.5028   0.8356   0.8329   0.7729   0.8018
    190    0.2667    0.4860   0.8266   0.7774   0.7832   0.7803
    191    0.2740    0.4838   0.8060   0.7039   0.8060   0.7515
    192    0.2769    0.5109   0.8364   0.7939   0.8262   0.8097
    193    0.2834    0.5282   0.8352   0.8088   0.8048   0.8068
    194    0.2695    0.4990   0.8448   0.7167   0.8611   0.7823
    195    0.2695    0.5089   0.8074   0.7470   0.7669   0.7568
    196    0.2839    0.5142   0.8254   0.7911   0.7828   0.7869
    197    0.2727    0.4991   0.8305   0.8173   0.7872   0.8020
    198    0.2641    0.4998   0.8339   0.7679   0.8141   0.7903
    199    0.2761    0.4991   0.8184   0.8272   0.7517   0.7877
    200    0.2654    0.4784   0.8082   0.7718   0.7853   0.7785
    201    0.2611    0.4516   0.7663   0.7290   0.7049   0.7168
    202    0.2710    0.5087   0.8149   0.6961   0.7710   0.7316
    203    0.2661    0.4884   0.8502   0.8377   0.8004   0.8186
    204    0.2644    0.4745   0.8498   0.7575   0.8238   0.7892
    205    0.2672    0.4977   0.8339   0.7786   0.7531   0.7656
    206    0.2796    0.5403   0.8303   0.7781   0.7755   0.7768
    207    0.2530    0.4958   0.7453   0.7169   0.7291   0.7229
    208    0.2576    0.4778   0.8483   0.8317   0.7748   0.8023
    209    0.2576    0.4616   0.8457   0.7711   0.8316   0.8002
    210    0.2586    0.4730   0.8277   0.7123   0.8242   0.7641
    211    0.2692    0.5166   0.8354   0.7778   0.8028   0.7901
    212    0.2549    0.4891   0.8087   0.8074   0.7607   0.7833
    213    0.2575    0.4671   0.8305   0.7637   0.7672   0.7655
    214    0.2471    0.4413   0.8578   0.8282   0.7866   0.8068
    215    0.2519    0.4745   0.8321   0.7457   0.7950   0.7696
    216    0.2519    0.4477   0.7866   0.7156   0.7650   0.7395
    217    0.2454    0.4600   0.8294   0.7683   0.8143   0.7906
    218    0.2550    0.4930   0.8294   0.8131   0.8041   0.8086
    219    0.2610    0.4629   0.8361   0.8240   0.7808   0.8019
    220    0.2636    0.4885   0.8101   0.7939   0.7675   0.7805
    221    0.2415    0.4465   0.8419   0.7657   0.8117   0.7880
    222    0.2442    0.4498   0.8345   0.8063   0.8134   0.8099
    223    0.2499    0.4616   0.8400   0.7750   0.8449   0.8085
    224    0.2546    0.4931   0.8312   0.7678   0.8179   0.7921
    225    0.2435    0.4333   0.8454   0.8188   0.7675   0.7923
    226    0.2509    0.4110   0.8694   0.8234   0.8019   0.8125
    227    0.2386    0.4412   0.8419   0.8071   0.7709   0.7886
    228    0.2509    0.4455   0.8362   0.7854   0.8174   0.8011
    229    0.2388    0.4567   0.8490   0.8249   0.7918   0.8080
    230    0.2405    0.4685   0.8144   0.7527   0.7800   0.7661
    231    0.2490    0.4529   0.8231   0.6998   0.8308   0.7597
    232    0.2348    0.4503   0.8419   0.7722   0.8156   0.7933
    233    0.2394    0.4520   0.8363   0.7975   0.8203   0.8087
    234    0.2402    0.4353   0.8257   0.7913   0.8222   0.8065
    235    0.2416    0.4404   0.8043   0.7539   0.7880   0.7706
    236    0.2394    0.4127   0.8003   0.7342   0.8042   0.7676
    237    0.2451    0.4297   0.8244   0.7270   0.8233   0.7722
